ID,Label,Parent,Equivalent Class,has characteristic,Definition,term editor,has cross-reference
OLAS:5767465,C57BL/6N-Septin5<tm1b(EUCOMM)Hmgu>/Rbrc,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5767465
OLAS:6347252,C57BL/6N-Septin6<tm1.1(KOMP)Vlcg>/MbpMmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6347252
OLAS:6347253,C57BL/6N-Septin6<tm1(KOMP)Vlcg>/MbpMmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6347253
OLAS:7834653,C57BL/6N-Septin8<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7834653
OLAS:5781911,C57BL/6N-Septin8<tm1a(EUCOMM)Wtsi>/Ics,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5781911
OLAS:6334896,C57BL/6N-Serac1<em1(IMPC)Tcp>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6334896
OLAS:6347254,C57BL/6N-Serac1<tm2a(KOMP)Wtsi>/MbpMmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6347254
OLAS:5781951,C57BL/6N-Serf1<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5781951
OLAS:6288304,C57BL/6N-Serf2<tm1b(EUCOMM)Hmgu>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6288304
OLAS:6122938,C57BL/6N-Serf2<tm1d(EUCOMM)Hmgu>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6122938
OLAS:5557174,C57BL/6N-Serinc3<tm1a(KOMP)Wtsi>/Wtsi,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557174
OLAS:6347255,C57BL/6N-Serp2<em1(IMPC)J>/Mmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6347255
OLAS:6347256,C57BL/6N-Serpina12<tm1(KOMP)Vlcg>/Mmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6347256
OLAS:6347257,C57BL/6N-Serpina1f<em1(IMPC)J>/Mmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6347257
OLAS:6347258,C57BL/6N-Serpina3c<tm1a(KOMP)Wtsi>/Mmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6347258
OLAS:5630692,C57BL/6N-Serpina3c<tm1a(KOMP)Wtsi>/Wtsi,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5630692
OLAS:6866240,C57BL/6N-Serpina3j<em1(IMPC)Bay>/Mmmh,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6866240
OLAS:6347259,C57BL/6N-Serpina3n<em1(IMPC)J>/Mmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6347259
OLAS:6460671,C57BL/6N-Serpina5<em1(IMPC)Mbp>/MbpMmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6460671
OLAS:6347260,C57BL/6N-Serpina7<em1(IMPC)J>/Mmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6347260
OLAS:6347261,C57BL/6N-Serpinb12<tm1a(KOMP)Wtsi>/MbpMmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6347261
OLAS:5796998,C57BL/6N-Serpinb12<tm1b(KOMP)Wtsi>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5796998
OLAS:6260656,C57BL/6N-Serpinb2<tm1b(EUCOMM)Wtsi>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6260656
OLAS:6334795,C57BL/6N-Serpinb3d<em1(IMPC)Tcp>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6334795
OLAS:5571293,C57BL/6N-Serpinb5<tm1a(KOMP)Wtsi>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5571293
OLAS:5756080,C57BL/6N-Serpinb5<tm1b(KOMP)Wtsi>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5756080
OLAS:6766720,C57BL/6N-Serpinb6b<tm1a(KOMP)Wtsi>/Cmsu,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6766720
OLAS:7834667,C57BL/6N-Serpinb7<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7834667
OLAS:6261294,C57BL/6N-Serpinb9b<em1(IMPC)Wtsi>/Wtsi,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6261294
OLAS:7570650,C57BL/6N-Serpinb9b<em1(IMPC)Wtsi>/WtsiPh,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7570650
OLAS:6347262,C57BL/6N-Serpinb9c<em1(IMPC)J>/Mmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6347262
OLAS:6334966,C57BL/6N-Serpine1<em1(IMPC)Tcp>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6334966
OLAS:6460683,C57BL/6N-Serpine1<em1(IMPC)Tcp>/Tcp,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6460683
OLAS:7836329,C57BL/6N-Serpinf1<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7836329
OLAS:6347263,C57BL/6N-Serpinf1<tm1a(KOMP)Wtsi>/MbpMmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6347263
OLAS:5767484,C57BL/6N-Serpinf1<tm1e.1(KOMP)Wtsi>/Bay,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5767484
OLAS:6347264,C57BL/6N-Serpinf1<tm1e(KOMP)Wtsi>/BayMmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6347264
OLAS:6347265,C57BL/6N-Serpinf1<tm2a(KOMP)Wtsi>/MbpMmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6347265
OLAS:6347266,C57BL/6N-Serpinf2<tm1(KOMP)Vlcg>/Mmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6347266
OLAS:6696527,C57BL/6N-Serping1<em1(IMPC)Mbp>/MbpMmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6696527
OLAS:6334885,C57BL/6N-Sertad3<em1(IMPC)Tcp>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6334885
OLAS:6142924,C57BL/6N-Sertad4b<tm1a(EUCOMM)Wtsi>/BayMmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6142924
OLAS:6260778,C57BL/6N-Sertad4b<tm1b(EUCOMM)Wtsi>/Bay,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6260778
OLAS:6347267,C57BL/6N-Sertad4<tm1a(KOMP)Wtsi>/MbpMmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6347267
OLAS:7382654,C57BL/6N-Sertm1<em1(IMPC)Kmpc>/Kmpc,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7382654
OLAS:7382613,C57BL/6N-Sertm2<em1(IMPC)Kmpc>/Kmpc,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7382613
OLAS:7834964,C57BL/6N-Sesn1<em3Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7834964
OLAS:6347268,C57BL/6N-Sesn1<tm1a(EUCOMM)Wtsi>/JMmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6347268
OLAS:6261035,C57BL/6N-Sesn1<tm1b(EUCOMM)Wtsi>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6261035
OLAS:6347269,C57BL/6N-Sesn1<tm1b(EUCOMM)Wtsi>/JMmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6347269
OLAS:7837528,C57BL/6N-Sesn2<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7837528
OLAS:7837689,C57BL/6N-Sesn3<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7837689
OLAS:4836230,C57BL/6N-Sesn3<tm1a(EUCOMM)Wtsi>/Wtsi,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4836230
OLAS:5797275,C57BL/6N-Setbp1<tm1b(EUCOMM)Wtsi>/Ics,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5797275
OLAS:4836231,C57BL/6N-Setd1a<tm1a(EUCOMM)Wtsi>/Wtsi,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4836231
OLAS:6335372,C57BL/6N-Setd1a<tm1b(EUCOMM)Wtsi>/Wtsi,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6335372
OLAS:7570605,C57BL/6N-Setd1a<tm1b(EUCOMM)Wtsi>/WtsiCnbc,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7570605
OLAS:7861527,C57BL/6N-Setd1b<tm2.2(IMPC)Wtsi>/WtsiH,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7861527
OLAS:6334579,C57BL/6N-Setd2<tm1a(NCOM)Mfgc>/Tcp,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6334579
OLAS:5797287,C57BL/6N-Setd2<tm1b(NCOM)Mfgc>/Tcp,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5797287
OLAS:6334623,C57BL/6N-Setd2<tm1c(NCOM)Mfgc>/Tcp,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6334623
OLAS:5797283,C57BL/6N-Setd3<tm1.1(NCOM)Mfgc>/Tcp,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5797283
OLAS:6334627,C57BL/6N-Setd3<tm1(NCOM)Mfgc>/Tcp,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6334627
OLAS:7834947,C57BL/6N-Setd4<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7834947
OLAS:7836763,C57BL/6N-Setd4<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7836763
OLAS:6347270,C57BL/6N-Setd4<tm1a(KOMP)Wtsi>/Mmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6347270
OLAS:5608141,C57BL/6N-Setd4<tm1a(KOMP)Wtsi>/Wtsi,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5608141
OLAS:5630106,C57BL/6N-Setd5<tm1a(EUCOMM)Wtsi>/Wtsi,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5630106
OLAS:5630218,C57BL/6N-Setd6<tm1.1(KOMP)Mbp>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5630218
OLAS:5506631,C57BL/6N-Setd6<tm1(KOMP)Mbp>/3J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5506631
OLAS:5447531,C57BL/6N-Setd6<tm1(KOMP)Mbp>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5447531
OLAS:7837292,C57BL/6N-Setdb1<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7837292
OLAS:7838270,C57BL/6N-Setdb1<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7838270
OLAS:5781820,C57BL/6N-Setdb2<tm1a(KOMP)Wtsi>/Ieg,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5781820
OLAS:6347271,C57BL/6N-Setdb2<tm1a(KOMP)Wtsi>/MbpMmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6347271
OLAS:4836232,C57BL/6N-Setmar<tm1a(EUCOMM)Wtsi>/Wtsi,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4836232
OLAS:5756241,C57BL/6N-Setx<tm1b(EUCOMM)Wtsi>/Ics,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5756241
OLAS:6121838,C57BL/6N-Sez6l<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6121838
OLAS:5756081,C57BL/6N-Sez6l<tm1b(EUCOMM)Hmgu>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5756081
OLAS:7316932,C57BL/6N-Sfmbt1<em1(IMPC)Bay>/BayMmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7316932
OLAS:6866241,C57BL/6N-Sfmbt1<em1(IMPC)Bay>/Mmmh,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6866241
OLAS:6408035,C57BL/6N-Sfpq<tm1a(EUCOMM)Wtsi>/Wtsi,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6408035
OLAS:7836330,C57BL/6N-Sfrp2<em3Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7836330
OLAS:7837340,C57BL/6N-Sfrp4<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7837340
OLAS:7839000,C57BL/6N-Sfrp4<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7839000
OLAS:7836637,C57BL/6N-Sftpb<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7836637
OLAS:7836090,C57BL/6N-Sftpc<em4Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7836090
OLAS:7836639,C57BL/6N-Sftpd<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7836639
OLAS:7837869,C57BL/6N-Sfxn1<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7837869
OLAS:7839642,C57BL/6N-Sfxn1<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7839642
OLAS:5660782,C57BL/6N-Sfxn1<tm1a(EUCOMM)Wtsi>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5660782
OLAS:6261298,C57BL/6N-Sfxn1<tm1b(EUCOMM)Wtsi>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6261298
OLAS:5896917,C57BL/6N-Sfxn3<tm1b(KOMP)Wtsi>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5896917
OLAS:5630557,C57BL/6N-Sfxn3<tm1b(KOMP)Wtsi>/Wtsi,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5630557
OLAS:5557735,C57BL/6N-Sfxn3<tm1b(KOMP)Wtsi>/WtsiCnrm,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557735
OLAS:5608685,C57BL/6N-Sfxn4<tm1a(KOMP)Wtsi>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5608685
OLAS:6347272,C57BL/6N-Sfxn4<tm1a(KOMP)Wtsi>/JMmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6347272
OLAS:5797203,C57BL/6N-Sfxn4<tm1b(KOMP)Wtsi>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5797203
OLAS:6347273,C57BL/6N-Sfxn4<tm1b(KOMP)Wtsi>/JMmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6347273
OLAS:7837907,C57BL/6N-Sfxn5<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7837907
OLAS:7838626,C57BL/6N-Sfxn5<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7838626
OLAS:5642352,C57BL/6N-Sfxn5<tm1a(EUCOMM)Hmgu>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5642352
OLAS:6678462,C57BL/6N-Sfxn5<tm1b(EUCOMM)Hmgu>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6678462
OLAS:6407746,C57BL/6N-Sgce<em1(IMPC)H>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6407746
OLAS:5781920,C57BL/6N-Sgf29<tm1a(EUCOMM)Hmgu>/Cnrm,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5781920
OLAS:6121879,C57BL/6N-Sgip1<tm1a(EUCOMM)Hmgu>/Ieg,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6121879
OLAS:5630396,C57BL/6N-Sgip1<tm1b(EUCOMM)Hmgu>/Ieg,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5630396
OLAS:7836275,C57BL/6N-Sgk1<em3Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7836275
OLAS:7840042,C57BL/6N-Sgk3<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7840042
OLAS:5630216,C57BL/6N-Sgms1<tm1a(EUCOMM)Wtsi>/Wtsi,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5630216
OLAS:6347274,C57BL/6N-Sgpl1<tm1.1(KOMP)Vlcg>/MbpMmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6347274
OLAS:5705940,C57BL/6N-Sgpl1<tm1.1(KOMP)Vlcg>/Ucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5705940
OLAS:6347275,C57BL/6N-Sgpl1<tm1(KOMP)Vlcg>/MbpMmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6347275
OLAS:6334658,C57BL/6N-Sgsh<em3(IMPC)Tcp>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6334658
OLAS:7835534,C57BL/6N-Sgsm1<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7835534
OLAS:5756487,C57BL/6N-Sgsm1<tm1b(EUCOMM)Wtsi>/Wtsi,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5756487
OLAS:6866242,C57BL/6N-Sgsm2<em1(IMPC)Bay>/Mmmh,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6866242
OLAS:7471678,C57BL/6N-Sgsm3<em1(IMPC)Bay>/BayMmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7471678
OLAS:5518551,C57BL/6N-Sgta<tm1a(KOMP)Mbp>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5518551
OLAS:5758990,C57BL/6N-Sgta<tm1b(KOMP)Mbp>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5758990
OLAS:6407774,C57BL/6N-Sh2b1<em1(IMPC)Ics>/Ics,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6407774
OLAS:7839798,C57BL/6N-Sh2d3c<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7839798
OLAS:5630703,C57BL/6N-Sh2d5<tm1a(EUCOMM)Wtsi>/Wtsi,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5630703
OLAS:7258093,C57BL/6N-Sh2d5<tm1c(EUCOMM)Wtsi>/Tcp,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7258093
OLAS:6334692,C57BL/6N-Sh2d7<tm2a(KOMP)Mbp>/Tcp,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6334692
OLAS:6334721,C57BL/6N-Sh2d7<tm2b(KOMP)Mbp>/Tcp,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6334721
OLAS:7853828,C57BL/6N-Sh3bgr<em1(IMPC)Ics>/Ics,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7853828
OLAS:6335243,C57BL/6N-Sh3bgrl2<em1(IMPC)Wtsi>/Wtsi,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6335243
OLAS:7853468,C57BL/6N-Sh3bgrl2<em1(IMPC)Wtsi>/WtsiPh,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7853468
OLAS:5797076,C57BL/6N-Sh3bgrl3<tm2b(EUCOMM)Wtsi>/Wtsi,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5797076
OLAS:7570846,C57BL/6N-Sh3bgrl3<tm2b(EUCOMM)Wtsi>/WtsiCnbc,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7570846
OLAS:6334526,C57BL/6N-Sh3bp2<tm1a(KOMP)Wtsi>/1Tcp,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6334526
OLAS:6334525,C57BL/6N-Sh3bp2<tm1a(KOMP)Wtsi>/2Tcp,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6334525
OLAS:6334546,C57BL/6N-Sh3bp2<tm1b(KOMP)Wtsi>/1Tcp,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6334546
OLAS:6334547,C57BL/6N-Sh3bp2<tm1b(KOMP)Wtsi>/2Tcp,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6334547
OLAS:5630469,C57BL/6N-Sh3bp2<tm1b(KOMP)Wtsi>/Tcp,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5630469
OLAS:6334544,C57BL/6N-Sh3bp2<tm1c(KOMP)Wtsi>/1Tcp,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6334544
OLAS:6334545,C57BL/6N-Sh3bp2<tm1c(KOMP)Wtsi>/2Tcp,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6334545
OLAS:6261147,C57BL/6N-Sh3bp4<tm1a(EUCOMM)Wtsi>/Wtsi,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6261147
OLAS:5756402,C57BL/6N-Sh3bp5<tm1b(KOMP)Wtsi>/Nju,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5756402
OLAS:6347276,C57BL/6N-Sh3d19<em1(IMPC)J>/Mmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6347276
OLAS:5514017,C57BL/6N-Sh3gl2<tm1a(EUCOMM)Wtsi>/Tcp,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5514017
OLAS:5514018,C57BL/6N-Sh3gl2<tm1b(EUCOMM)Wtsi>/Tcp,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5514018
OLAS:5514019,C57BL/6N-Sh3gl2<tm1c(EUCOMM)Wtsi>/Tcp,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5514019
OLAS:5756358,C57BL/6N-Sh3pxd2a<tm1b(EUCOMM)Wtsi>/Wtsi,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5756358
OLAS:7570884,C57BL/6N-Sh3pxd2a<tm1b(EUCOMM)Wtsi>/WtsiCnbc,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7570884
OLAS:6261514,C57BL/6N-Sh3tc1<tm1b(EUCOMM)Hmgu>/Orl,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6261514
OLAS:5465141,C57BL/6N-Sh3tc2<tm1a(KOMP)Wtsi>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5465141
OLAS:5630278,C57BL/6N-Sh3tc2<tm1b(KOMP)Wtsi>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5630278
OLAS:6492482,C57BL/6N-Shank1<em1(IMPC)Mbp>/MbpMmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6492482
OLAS:5800263,C57BL/6N-Shank3<tm1a(KOMP)Mbp>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5800263
OLAS:7835308,C57BL/6N-Sharpin<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7835308
OLAS:7837594,C57BL/6N-Shcbp1<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7837594
OLAS:6347277,C57BL/6N-Shcbp1l<tm1a(KOMP)Wtsi>/MbpMmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6347277
OLAS:6260440,C57BL/6N-Shfl<tm1.1(KOMP)Mbp>/Ucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6260440
