ID,Label,Parent,Equivalent Class,has characteristic,Definition,term editor,has cross-reference
OLAS:5556501,B6NTac;B6N-Emc10<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556501
OLAS:5557656,B6NTac;B6N-F2<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557656
OLAS:6121847,B6NTac;B6N-F7<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6121847
OLAS:5556575,B6NTac;B6N-Fam151b<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556575
OLAS:5557035,B6NTac;B6N-Fbh1<tm1a(KOMP)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557035
OLAS:5557648,B6NTac;B6N-Fbxl21<tm2a(EUCOMM)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557648
OLAS:5557097,B6NTac;B6N-Fbxo11<tm2a(EUCOMM)Wtsi>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557097
OLAS:5556985,B6NTac;B6N-Fgf22<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556985
OLAS:5557669,B6NTac;B6N-Flnb<tm1a(KOMP)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557669
OLAS:5557092,B6NTac;B6N-Gbx1<tm1a(KOMP)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557092
OLAS:5556901,B6NTac;B6N-Gdf15<tm1a(KOMP)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556901
OLAS:5556500,B6NTac;B6N-Gja8<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556500
OLAS:5557410,B6NTac;B6N-Glra2<tm1a(KOMP)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557410
OLAS:5557100,B6NTac;B6N-Gnao1<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557100
OLAS:6121829,B6NTac;B6N-Golga3<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6121829
OLAS:5556989,B6NTac;B6N-Gosr2<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556989
OLAS:5556835,B6NTac;B6N-Gpr22<tm1a(KOMP)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556835
OLAS:5557285,B6NTac;B6N-Grap2<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557285
OLAS:5556751,B6NTac;B6N-Grm6<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556751
OLAS:5556542,B6NTac;B6N-Gse1<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556542
OLAS:5496385,B6NTac;B6N-Gstt1<tm1a(EUCOMM)Hmgu>/Ieg,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5496385
OLAS:5556832,B6NTac;B6N-Hace1<tm1a(KOMP)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556832
OLAS:5557962,B6NTac;B6N-Has1<tm1a(KOMP)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557962
OLAS:5557715,B6NTac;B6N-Hcrtr2<tm1a(KOMP)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557715
OLAS:5557425,B6NTac;B6N-Hhipl1<tm1a(KOMP)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557425
OLAS:5556516,B6NTac;B6N-Hint1<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556516
OLAS:5557103,B6NTac;B6N-Idh2<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557103
OLAS:5557395,B6NTac;B6N-Igf1r<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557395
OLAS:5557789,B6NTac;B6N-Il15<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557789
OLAS:5557652,B6NTac;B6N-Itgae<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557652
OLAS:6428000,B6NTac;B6N-Kcnj12tm1a(EUCOMM)Wtsi/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6428000
OLAS:5556758,B6NTac;B6N-Kcnj9<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556758
OLAS:5557479,B6NTac;B6N-Kcnk7<tm1a(KOMP)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557479
OLAS:5556706,B6NTac;B6N-Klf7<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556706
OLAS:5557478,B6NTac;B6N-Klhl3<tm1a(KOMP)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557478
OLAS:5557429,B6NTac;B6N-Krt74<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557429
OLAS:5557690,B6NTac;B6N-Leprotl1<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557690
OLAS:5556974,B6NTac;B6N-Lgals3<tm1a(EUCOMM)Wtsi>/2H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556974
OLAS:5556973,B6NTac;B6N-Lgals3<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556973
OLAS:5559207,B6NTac;B6N-Lgals3<tm1b(EUCOMM)Wtsi>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5559207
OLAS:5557057,B6NTac;B6N-Lifr<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557057
OLAS:6122158,B6NTac;B6N-Lifr<tm1c(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6122158
OLAS:5557959,B6NTac;B6N-Mapk11<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557959
OLAS:5556634,B6NTac;B6N-Mapkapk2<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556634
OLAS:5557430,B6NTac;B6N-Marveld2<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557430
OLAS:5557399,B6NTac;B6N-Mcu<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557399
OLAS:5556547,B6NTac;B6N-Mmp12<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556547
OLAS:5556942,B6NTac;B6N-Mmp16<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556942
OLAS:5556919,B6NTac;B6N-Mpo<tm1a(KOMP)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556919
OLAS:5556909,B6NTac;B6N-Mthfd2l<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556909
OLAS:5556544,B6NTac;B6N-Nagk<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556544
OLAS:5557960,B6NTac;B6N-Ncf4<tm1a(KOMP)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557960
OLAS:5557650,B6NTac;B6N-Nlrp9b<tm1a(KOMP)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557650
OLAS:5556430,B6NTac;B6N-Npc1<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556430
OLAS:5557311,B6NTac;B6N-Ntrk1<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557311
OLAS:5557400,B6NTac;B6N-Ntrk2<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557400
OLAS:6427999,B6NTac;B6N-Nxpe5<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6427999
OLAS:5556785,B6NTac;B6N-P2rx4<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556785
OLAS:5557146,B6NTac;B6N-P2rx6<tm2a(EUCOMM)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557146
OLAS:5557406,B6NTac;B6N-Pak1<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557406
OLAS:5556878,B6NTac;B6N-Paox<tm1(KOMP)Wtsi>/Ieg,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556878
OLAS:5557689,B6NTac;B6N-Pard3<tm1a(KOMP)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557689
OLAS:5557716,B6NTac;B6N-Pawr<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557716
OLAS:5557297,B6NTac;B6N-Pink1<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557297
OLAS:5557101,B6NTac;B6N-Pkd2l2<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557101
OLAS:5557163,B6NTac;B6N-Plac9<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557163
OLAS:5557421,B6NTac;B6N-Pparg<tm1a(KOMP)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557421
OLAS:5557076,B6NTac;B6N-Ppm1a<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557076
OLAS:5557653,B6NTac;B6N-Ppt2<tm2a(KOMP)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557653
OLAS:5556831,B6NTac;B6N-Prdm4<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556831
OLAS:5557714,B6NTac;B6N-Prelid2<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557714
OLAS:5556701,B6NTac;B6N-Primpol<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556701
OLAS:5556462,B6NTac;B6N-Prph2<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556462
OLAS:5556627,B6NTac;B6N-Prss50<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556627
OLAS:5557098,B6NTac;B6N-Pzp<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557098
OLAS:5557367,B6NTac;B6N-Ramp1<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557367
OLAS:5557665,B6NTac;B6N-Rbms1<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557665
OLAS:5495683,B6NTac;B6N-Rcc1l<tm1a(EUCOMM)Hmgu>/Ieg,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5495683
OLAS:5557171,B6NTac;B6N-Rcc2<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557171
OLAS:5557498,B6NTac;B6N-Rexo2<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557498
OLAS:5557671,B6NTac;B6N-Rfx7<tm2a(EUCOMM)Hmgu>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557671
OLAS:5556470,B6NTac;B6N-Rhbdl3<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556470
OLAS:5556545,B6NTac;B6N-Rnf169<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556545
OLAS:5557038,B6NTac;B6N-Rnf183<tm1a(KOMP)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557038
OLAS:5556458,B6NTac;B6N-Rpe65<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556458
OLAS:5556465,B6NTac;B6N-Rprd1b<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556465
OLAS:5556498,B6NTac;B6N-Rsbn1<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556498
OLAS:5557041,B6NTac;B6N-Rtn1<tm1a(KOMP)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557041
OLAS:5556800,B6NTac;B6N-Scn4a<tm2a(KOMP)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556800
OLAS:5557405,B6NTac;B6N-Sdccag8<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557405
OLAS:5557651,B6NTac;B6N-Shh<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557651
OLAS:5556600,B6NTac;B6N-Sirt1<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556600
OLAS:6122658,B6NTac;B6N-Sirt6<tm1c(EUCOMM)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6122658
OLAS:5557668,B6NTac;B6N-Slc24a4<tm1a(KOMP)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557668
OLAS:5556453,B6NTac;B6N-Slc40a1<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556453
OLAS:5557711,B6NTac;B6N-Slc4a10<tm1a(KOMP)Wtsi>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557711
OLAS:5557393,B6NTac;B6N-Slfn4<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557393
OLAS:5557225,B6NTac;B6N-Slx4ip<tm1a(EUCOMM)Wtsi> A<tm1Brd>/WtsiH,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557225
OLAS:5557717,B6NTac;B6N-Sort1<tm1a(EUCOMM)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557717
OLAS:5557190,B6NTac;B6N-Sptbn2<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557190
OLAS:5556598,B6NTac;B6N-Usp38<tm1a(EUCOMM)Hmgu>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5556598
OLAS:5557315,B6NTac;B6N-Vdr<tm1a(KOMP)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5557315
OLAS:6427995,B6NTac;B6N-Zfp106<tm1c(KOMP)Wtsi>/H,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6427995
OLAS:6404744,B6NTac(Cg)-Cyp2c<tm1104Arte>/Arte,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6404744
OLAS:3617481,B6NTac.Cg-Foxn1<nu>/Tac,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3617481
OLAS:5295950,B6NTac.Cg-Gt(ROSA)26Sor<tm3(RNAi:Fabp4)Mrl>,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5295950
OLAS:2163746,B6NTac.Cg-H2-Ab1<b-tm1Gru> Tg(Ab1TL)1Gru/J,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2163746
OLAS:5558872,"B6NTac.Cg-Ifngr1<tm1.1Rds> Tg(Itgax-cre,-EGFP)4097Ach",laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5558872
OLAS:5568967,B6NTac.Cg-Pde10a<tm1Smsh>,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5568967
OLAS:6467010,B6NTac.Cg-Slc16a3<tm1Tac>/Tac,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6467010
OLAS:7607308,B6NTac.Cg-Slc6a4<tm1.1Jy>/Mmucd,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7607308
OLAS:7607309,B6NTac.Cg-Slc6a4<tm1Jy>/Mmucd,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7607309
OLAS:6280667,B6NTac.Cg-Stra8<tm1Dcp>,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6280667
OLAS:5604774,B6NTac.Cg-Tg(Lck-cre)1Cwi/Mmnc,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5604774
OLAS:6403296,B6NTac(C)-Gt(ROSA)26Sor<tm3041.1(CAG-Malat1)Arte>/Nci,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6403296
OLAS:6314271,B6NTacTcu.CByJNarl-tsl,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6314271
OLAS:3718357,B6.NZB-(D1Mit47-D1Mit209)/BkotJ,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3718357
OLAS:3835919,B6.NZB-(D4Mit193-D4Mit33),laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3835919
OLAS:3710513,B6;NZM-Sle1<NZM2410/Aeg> Sle2<NZM2410/Aeg> Sle3<NZM2410/Aeg>/LmoJ,laboratory mouse,,recombinant congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3710513
OLAS:4835454,B6Ola.129S2-Gpi1<a>/Gpi1<b>/WsH,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4835454
OLAS:6273248,B6Ola.Cg-Gpi1<a> Tyr<c>/Gpi1<c> Tyr<c>/WsH,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6273248
OLAS:5705805,B6OlaHsd;129-Plod3<tm2Rmyl>/Oulu,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5705805
OLAS:7570409,B6OlaHsd.Cg-Il6<tm2.1Jho>/Cnbc,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7570409
OLAS:7607164,B6.PERA-Mdm1<m1J>/BocJ,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7607164
OLAS:2162966,B6.PERA-Tnfsf4<Ath1-PERA/EiJ>/Pgn,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2162966
OLAS:2162030,B6.PERU-Sord<b>/J,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2162030
OLAS:2165078,B6Pin.C3-Ap3b1<pe>/J,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2165078
OLAS:2164999,B6Pin.SPRET-Ap3b1<+>/J,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2164999
OLAS:2160462,B6.PL/(85NS)Sn,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2160462
OLAS:2165418,B6.PL-Cd8a<a> Cd8b1<a>/(85NS)CyJ,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2165418
OLAS:2388825,B6.PL-Nppc<lbab>/GrsrJ,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2388825
OLAS:2160650,B6.PL-Thy1<a>/CyJ,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2160650
OLAS:6259642,B6(PWD)-Cacna1f<nob9>/BocJ,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6259642
OLAS:2164797,B6.RBF(C3Fe)-Nek1<kat>/J,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2164797
OLAS:4835173,B6Rcc.129-Cd44<tm1.1Ugu>/Cnrm,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4835173
OLAS:4835172,B6Rcc.129-Cd44<tm1.1Ugu> Spp1<tm1Rit>/Cnrm,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4835172
OLAS:4835176,B6Rcc.129-Cd44<tm1Ugu>/Cnrm,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4835176
OLAS:4835175,B6Rcc.129-Cd44<tm1Ugu> Spp1<tm1Rit>/Cnrm,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4835175
OLAS:3850426,B6Rcc.129-Cd44<tm2.1Ugu>/Cnrm,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3850426
OLAS:3850425,B6Rcc.129S7-Spp1<tm1Rit>/Cnrm,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3850425
OLAS:5002495,B6Rcc.129-Spp1<tm1Rit> Cd44<tm2.1Ugu>/Cnrm,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5002495
OLAS:4835169,B6Rcc.B6J-Apc<Min>/Cnrm,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4835169
OLAS:4835171,B6Rcc.Cg-Cd44<tm1.1Ugu> Apc<Min>/Cnrm,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4835171
OLAS:4835178,B6Rcc.Cg-Cd44<tm1.1Ugu> Kit<W>/Cnrm,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4835178
OLAS:5002486,B6Rcc.Cg-Cd44<tm2.1Ugu> Kit<W>/Cnrm,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5002486
OLAS:5002497,B6Rcc.Cg-Cd44<tm2.1Ugu> Ptprc<a>/Cnrm,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5002497
OLAS:4835179,B6Rcc.Cg-Kit<W>/Cnrm,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4835179
OLAS:4835170,B6Rcc.Cg-Ptprc<a>/Cnrm,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4835170
OLAS:5491925,B6Rcc.Cg-Spp1<tm1Rit> Apc<Min>/Cnrm,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5491925
OLAS:7571070,B6RccHsd.129S2-Sulf1<tm1Clrm>/Ieg,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7571070
OLAS:7571069,B6RccHsd.129S2-Sulf2<tm1Clrm>/Ieg,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7571069
OLAS:5654498,B6.RHJ-Cnga3<cpfl5>/BocJ,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5654498
OLAS:2161837,B6.RIII-Ea2<a>/(76NS)SnJ,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2161837
OLAS:2164520,B6.ROP/Le-Os/J,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2164520
OLAS:3798804,B6Ros.Cg-Dmd<mdx-2Cv>,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3798804
OLAS:2162375,B6Ros.Cg-Dmd<mdx-2Cv>/J,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2162375
OLAS:3798805,B6Ros.Cg-Dmd<mdx-3Cv>,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3798805
OLAS:3798806,B6Ros.Cg-Dmd<mdx-4Cv>,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3798806
OLAS:2162630,B6Ros.Cg-Dmd<mdx-4Cv>/J,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2162630
OLAS:3798807,B6Ros.Cg-Dmd<mdx-5Cv>,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3798807
OLAS:2164733,B6Ros.Cg-Dmd<mdx-5Cv>/J,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2164733
